"ASVId"	"taxid"	"accession"	"species"	"query_length"	"align_length"	"nident"	"pident"	"bitscore"	"evalue"	"score"	"tax_id_species"	"taxon"	"species_short"	"name"	"length_ratio"	"pident_97"	"length_ratio_1.1"	"passed"
"3d820c98693302c4ce3d3900b3f3360a"	2880703	"NR_181880.1"	"Sangeribacter muris strain A43 16S ribosomal RNA, partial sequence"	331	331	330	99.698	606	2.5e-173	328	2880703	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	"Sangeribacter_muris"	"Sangeribacter_muris;331;99.698"	1	TRUE	TRUE	TRUE
"3e284a23c7e3951c79a8fc7840b58e1d"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	328	328	325	99.085	590	2.49e-168	319	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;328;99.085"	1	TRUE	TRUE	TRUE
"3e338fa3bf5a48cea5efeb4484d3a6cf"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	232	232	232	100	429	3.96e-120	232	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;232;100"	1	TRUE	TRUE	TRUE
"3e648a5ca3aa5a781432b7ea5d137c94"	1304	"NR_042776.1"	"Streptococcus salivarius strain ATCC 7073 16S ribosomal RNA, partial sequence"	331	331	331	100	612	5.37e-175	331	1304	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"	"Streptococcus_salivarius"	"Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;331;100"	1	TRUE	TRUE	TRUE
"3ec0f9c2943567a3719220744ef3af4e"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	285	285	285	100	527	1.7e-149	285	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;285;100"	1	TRUE	TRUE	TRUE
"3f2f9d5e959fcf26af294c36abfcce03"	1390	"NR_117946.1"	"Bacillus amyloliquefaciens strain MPA 1034 16S ribosomal RNA, partial sequence"	275	275	275	100	508	5.93e-144	275	1390	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens"	"Bacillus_amyloliquefaciens"	"Bacillus_amyloliquefaciens;Bacillus_atrophaeus;Bacillus_cabrialesii;Bacillus_halotolerans;Bacillus_inaquosorum;Bacillus_mojavensis;Bacillus_nakamurai;Bacillus_rugosus;Bacillus_spizizenii;Bacillus_stercoris;Bacillus_subtilis;Bacillus_tequilensis;Bacillus_vallismortis;Bacillus_velezensis;Calidifontibacillus_erzurumensis;275;100"	1	TRUE	TRUE	TRUE
"3f4a6382d16ac4d0b2eb025b30a1420b"	290054	"NR_104907.1"	"Eubacterium coprostanoligenes strain HL 16S ribosomal RNA, partial sequence"	200	200	197	98.5	353	2.07e-97	191	290054	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium coprostanoligenes"	"Eubacterium_coprostanoligenes"	"Eubacterium_coprostanoligenes;200;98.5"	1	TRUE	TRUE	TRUE
"3f6f41d7bf2b37f177eaaf47a89d6d07"	376807	"NR_042511.1"	"Amylolactobacillus amylotrophicus strain LMG 11400 16S ribosomal RNA, partial sequence"	221	218	213	97.706	375	4.95e-104	203	376807	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Amylolactobacillus;s__Amylolactobacillus amylotrophicus"	"Amylolactobacillus_amylotrophicus"	"Amylolactobacillus_amylotrophicus;Bombilactobacillus_bombi;Lactobacillus_colini;Lactobacillus_corticis;Lactobacillus_fornicalis;Lactobacillus_helveticus;Lactobacillus_intestinalis;Lactobacillus_jensenii;Lactobacillus_mulieris;Lactobacillus_xujianguonis;218;97.706"	1.01376146788991	TRUE	TRUE	TRUE
"3f77afcdec7190591ec79c3911894677"	1702285	"NR_179426.1"	"Intestinimonas gabonensis strain GM5 16S ribosomal RNA, partial sequence"	331	331	323	97.583	568	1.18e-161	307	1702285	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__Intestinimonas;s__Intestinimonas gabonensis"	"Intestinimonas_gabonensis"	"Intestinimonas_gabonensis;331;97.583"	1	TRUE	TRUE	TRUE
"403cfb42247f352b8ab70514eedf5c51"	2880703	"NR_181880.1"	"Sangeribacter muris strain A43 16S ribosomal RNA, partial sequence"	331	331	330	99.698	606	2.5e-173	328	2880703	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	"Sangeribacter_muris"	"Sangeribacter_muris;331;99.698"	1	TRUE	TRUE	TRUE
"408fb970a26275fc8ca119a06ac4e215"	1776391	"NR_144740.1"	"Romboutsia timonensis strain DR1 16S ribosomal RNA, partial sequence"	329	329	329	100	608	6.91e-174	329	1776391	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis"	"Romboutsia_timonensis"	"Romboutsia_timonensis;329;100"	1	TRUE	TRUE	TRUE
"40fea61db8af40402ef461d0ab4eb83d"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	354	335	331	98.806	597	1.62e-170	323	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;335;98.806"	1.05671641791045	TRUE	TRUE	TRUE
"414a21dca6b255005d10faf6eeb646c4"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	208	208	208	100	385	7.69e-107	208	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;208;100"	1	TRUE	TRUE	TRUE
"42014164437ac205ed22049374e98b85"	2683611	"NR_165697.1"	"Brevibacterium anseongense strain Gsoil 188 16S ribosomal RNA, partial sequence"	333	333	333	100	616	4.18e-176	333	2683611	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium anseongense"	"Brevibacterium_anseongense"	"Brevibacterium_anseongense;333;100"	1	TRUE	TRUE	TRUE
"423bfc0e1b5ca47165fbae183d096692"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	285	285	285	100	527	1.7e-149	285	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;285;100"	1	TRUE	TRUE	TRUE
"42698386e93b6f080890af6ee15b3296"	1776391	"NR_144740.1"	"Romboutsia timonensis strain DR1 16S ribosomal RNA, partial sequence"	329	329	328	99.696	603	3.21e-172	326	1776391	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis"	"Romboutsia_timonensis"	"Romboutsia_timonensis;329;99.696"	1	TRUE	TRUE	TRUE
"431f47b3c8843fc37d7fd829d87933aa"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	363	347	341	98.271	606	2.76e-173	328	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;347;98.271"	1.04610951008646	TRUE	TRUE	TRUE
"4341830a92aacecc15fda36fdb3f894d"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	332	332	332	100	614	1.5e-175	332	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;332;100"	1	TRUE	TRUE	TRUE
"43c018737b184461412f15f63c43351d"	1408099	"NR_178255.1"	"Fusimonas intestini strain AJ110941 16S ribosomal RNA, partial sequence"	238	237	231	97.468	405	6.86e-113	219	1408099	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusimonas;s__Fusimonas intestini"	"Fusimonas_intestini"	"Fusimonas_intestini;237;97.468"	1.0042194092827	TRUE	TRUE	TRUE
"445f68d28fa8172711cd0b595514ae40"	44749	"NR_044972.1"	"Sporobacter termitidis strain SYR 16S ribosomal RNA, partial sequence"	225	225	219	97.333	385	8.4e-107	208	44749	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Sporobacter;s__Sporobacter termitidis"	"Sporobacter_termitidis"	"Sporobacter_termitidis;225;97.333"	1	TRUE	TRUE	TRUE
"44e542a340b7557e0b34975d3371dc27"	1650661	"NR_179410.1"	"Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence"	331	331	329	99.396	601	1.16e-171	325	1650661	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis"	"Clostridium_phoceensis"	"Clostridium_phoceensis;331;99.396"	1	TRUE	TRUE	TRUE
"45393af8759e4007a353426c542a54fa"	1650661	"NR_179410.1"	"Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence"	331	331	322	97.281	562	5.49e-160	304	1650661	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis"	"Clostridium_phoceensis"	"Clostridium_phoceensis;Intestinimonas_gabonensis;Pseudoflavonifractor_gallinarum;331;97.281"	1	TRUE	TRUE	TRUE
"45edbfee65f6325d96bcffda1973f09f"	380021	"NR_114749.1"	"Pseudomonas protegens strain CHA0 16S ribosomal RNA, partial sequence"	331	331	331	100	612	5.37e-175	331	380021	"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas protegens"	"Pseudomonas_protegens"	"Pseudomonas_protegens;Pseudomonas_sesami;331;100"	1	TRUE	TRUE	TRUE
"460607945db34418a1c1d02612963b50"	562	"NR_112558.1"	"Escherichia coli strain JCM 1649 16S ribosomal RNA, partial sequence"	365	350	346	98.857	623	2.76e-178	337	562	"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"	"Escherichia_coli"	"Escherichia_coli;Escherichia_fergusonii;Shigella_boydii;Shigella_flexneri;Shigella_sonnei;350;98.857"	1.04285714285714	TRUE	TRUE	TRUE
"4617357625f7cd0cca1fdf0fa2ca65f6"	29347	"NR_028785.1"	"[Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence"	331	331	326	98.489	584	1.17e-166	316	29347	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens"	"[Clostridium]_scindens"	"[Clostridium]_scindens;331;98.489"	1	TRUE	TRUE	TRUE
"4655e49f43872d49b0bd1c8a0678067e"	1650661	"NR_179410.1"	"Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence"	284	284	281	98.944	508	6.14e-144	275	1650661	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis"	"Clostridium_phoceensis"	"Clostridium_phoceensis;Intestinimonas_gabonensis;284;98.944"	1	TRUE	TRUE	TRUE
"46ac62c6cba3cdb504b2c80ba8a34ebc"	84024	"NR_026491.1"	"Clostridium disporicum strain DS1 16S ribosomal RNA, partial sequence"	321	321	318	99.065	577	1.9e-164	312	84024	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum"	"Clostridium_disporicum"	"Clostridium_disporicum;Clostridium_saudiense;321;99.065"	1	TRUE	TRUE	TRUE
"46f3db480c8695443255716fe28ee0bc"	1579	"NR_117812.1"	"Lactobacillus acidophilus strain JCM 1132 16S ribosomal RNA, partial sequence"	218	218	218	100	403	2.24e-112	218	1579	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus"	"Lactobacillus_acidophilus"	"Lactobacillus_acidophilus;Lactobacillus_amylovorus;Lactobacillus_crispatus;Lactobacillus_gasseri;Lactobacillus_hamsteri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_kalixensis;Lactobacillus_kitasatonis;Lactobacillus_paragasseri;Lactobacillus_rodentium;Lactobacillus_taiwanensis;Lactobacillus_ultunensis;218;100"	1	TRUE	TRUE	TRUE
"470b328e3f7e4cacccad10ede35b050c"	487175	"NR_041667.1"	"Parasutterella excrementihominis strain YIT 11859 16S ribosomal RNA, partial sequence"	330	330	329	99.697	604	8.96e-173	327	487175	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella excrementihominis"	"Parasutterella_excrementihominis"	"Parasutterella_excrementihominis;330;99.697"	1	TRUE	TRUE	TRUE
"470b63a25807e9e750d40cb02fc54637"	160404	"NR_025651.1"	"Anaerotignum lactatifermentans strain G17 16S ribosomal RNA, partial sequence"	328	325	321	98.769	579	5.4e-165	313	160404	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerotignum;s__Anaerotignum lactatifermentans"	"Anaerotignum_lactatifermentans"	"Anaerotignum_lactatifermentans;325;98.769"	1.00923076923077	TRUE	TRUE	TRUE
"48083b4cdc231a7705f3f31f4c88c95e"	260554	"NR_115283.1"	"Bacillus halotolerans strain CR-119 16S ribosomal RNA, partial sequence"	332	326	320	98.16	569	3.29e-162	308	260554	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus halotolerans"	"Bacillus_halotolerans"	"Bacillus_halotolerans;Bacillus_mojavensis;326;98.16"	1.01840490797546	TRUE	TRUE	TRUE
"4851645156b6745cb09ecb52961df0e8"	1776391	"NR_144740.1"	"Romboutsia timonensis strain DR1 16S ribosomal RNA, partial sequence"	329	329	329	100	608	6.91e-174	329	1776391	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis"	"Romboutsia_timonensis"	"Romboutsia_timonensis;329;100"	1	TRUE	TRUE	TRUE
"489a215b072d024f4e320937f958764c"	55508	"NR_114134.1"	"Janthinobacterium agaricidamnosum strain NBRC 102515 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	55508	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium agaricidamnosum"	"Janthinobacterium_agaricidamnosum"	"Janthinobacterium_agaricidamnosum;Janthinobacterium_aquaticum;Janthinobacterium_lividum;Janthinobacterium_rivuli;Janthinobacterium_svalbardensis;Janthinobacterium_violaceinigrum;330;100"	1	TRUE	TRUE	TRUE
"48aa85bf2db459666cb63d9e053aed93"	1469948	"NR_156081.1"	"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence"	332	334	324	97.006	558	7.12e-159	302	1469948	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	"Kineothrix_alysoides"	"Kineothrix_alysoides;334;97.006"	0.994011976047904	TRUE	TRUE	TRUE
"4905e73c65617837d1510603217237f1"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	219	219	219	100	405	6.25e-113	219	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;219;100"	1	TRUE	TRUE	TRUE
"49603a4b69d1f979406dd09581414e75"	1441714	"NR_178798.1"	"Paraburkholderia insulsa strain DSM 28142 16S ribosomal RNA, partial sequence"	331	331	331	100	612	5.37e-175	331	1441714	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia insulsa"	"Paraburkholderia_insulsa"	"Paraburkholderia_insulsa;Pseudomonas_allii;Pseudomonas_azotoformans;Pseudomonas_costantinii;Pseudomonas_edaphica;Pseudomonas_extremorientalis;Pseudomonas_kairouanensis;Pseudomonas_lactis;Pseudomonas_lurida;Pseudomonas_paracarnis;Pseudomonas_paralactis;Pseudomonas_pisciculturae;Pseudomonas_poae;Pseudomonas_simiae;Pseudomonas_tolaasii;Pseudomonas_trivialis;331;100"	1	TRUE	TRUE	TRUE
"497942dc3ce65e72ccf786ddcb79b4fc"	1930060	"NR_158011.1"	"Arenivirga flava strain HIs16-32 16S ribosomal RNA, partial sequence"	333	333	333	100	616	4.18e-176	333	1930060	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Arenivirga;s__Arenivirga flava"	"Arenivirga_flava"	"Arenivirga_flava;333;100"	1	TRUE	TRUE	TRUE
"49997aca0e1f331a2c39d38c807fe230"	2060666	"NR_153708.1"	"Saccharibacillus endophyticus strain JM-1350 16S ribosomal RNA, partial sequence"	331	331	331	100	612	5.37e-175	331	2060666	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus endophyticus"	"Saccharibacillus_endophyticus"	"Saccharibacillus_endophyticus;331;100"	1	TRUE	TRUE	TRUE
"49c92d717468f19d889804d9839df478"	446660	"NR_121696.1"	"Adlercreutzia equolifaciens strain DSM 19450 16S ribosomal RNA, partial sequence"	328	328	325	99.085	590	2.49e-168	319	446660	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens"	"Adlercreutzia_equolifaciens"	"Adlercreutzia_equolifaciens;Adlercreutzia_hattorii;328;99.085"	1	TRUE	TRUE	TRUE
"4b05bcc228e46b0ac814e497742d9bc8"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	227	227	227	100	420	2.32e-117	227	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;227;100"	1	TRUE	TRUE	TRUE
"4bb8372be13788ac326fc28834a979a1"	411459	"NR_118692.1"	"Blautia obeum ATCC 29174 16S ribosomal RNA, partial sequence"	310	311	304	97.749	534	1.11e-151	289	411459	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum"	"Blautia_obeum"	"Blautia_obeum;311;97.749"	0.996784565916399	TRUE	TRUE	TRUE
"4bcc4ebbfff0f4c4197b4591b34e9e90"	2764322	"NR_179996.1"	"Hydrogeniiclostridium mannosilyticum strain ASD2818 16S ribosomal RNA, partial sequence"	216	214	214	100	396	3.71e-110	214	2764322	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Hydrogeniiclostridium;s__Hydrogeniiclostridium mannosilyticum"	"Hydrogeniiclostridium_mannosilyticum"	"Hydrogeniiclostridium_mannosilyticum;214;100"	1.00934579439252	TRUE	TRUE	TRUE
"4bd211cbcbe46dcacc41ad67433c789b"	84024	"NR_026491.1"	"Clostridium disporicum strain DS1 16S ribosomal RNA, partial sequence"	331	331	328	99.094	595	5.41e-170	322	84024	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum"	"Clostridium_disporicum"	"Clostridium_disporicum;Clostridium_saudiense;331;99.094"	1	TRUE	TRUE	TRUE
"4bf7b6f0412348566a562c9fc9841cc9"	1236513	"NR_113206.1"	"Bacteroides faecichinchillae JCM 17102 16S ribosomal RNA, partial sequence"	294	294	294	100	544	1.75e-154	294	1236513	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae"	"Bacteroides_faecichinchillae"	"Bacteroides_faecichinchillae;Bacteroides_faecis;Bacteroides_thetaiotaomicron;294;100"	1	TRUE	TRUE	TRUE
"4c135d5ffdf3a9a4fe76d419d2ec126a"	2707299	"NR_179369.1"	"Adlercreutzia hattorii strain 8CFCBH1 16S ribosomal RNA, partial sequence"	278	278	273	98.201	486	2.81e-137	263	2707299	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia hattorii"	"Adlercreutzia_hattorii"	"Adlercreutzia_hattorii;278;98.201"	1	TRUE	TRUE	TRUE
"4c66f59536ede38776e10e5981029160"	446660	"NR_121696.1"	"Adlercreutzia equolifaciens strain DSM 19450 16S ribosomal RNA, partial sequence"	328	328	324	98.78	584	1.16e-166	316	446660	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens"	"Adlercreutzia_equolifaciens"	"Adlercreutzia_equolifaciens;Adlercreutzia_hattorii;328;98.78"	1	TRUE	TRUE	TRUE
"4c6e7733ed0bf8d860347934d6a301c8"	2108523	"NR_173697.1"	"Lawsonibacter asaccharolyticus strain 3BBH22 16S ribosomal RNA, partial sequence"	331	331	324	97.885	573	2.54e-163	310	2108523	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus"	"Lawsonibacter_asaccharolyticus"	"Lawsonibacter_asaccharolyticus;331;97.885"	1	TRUE	TRUE	TRUE
"4cc7bcd320da8e222cbc4f57802373f9"	446660	"NR_121696.1"	"Adlercreutzia equolifaciens strain DSM 19450 16S ribosomal RNA, partial sequence"	250	250	247	98.8	446	4.27e-125	241	446660	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens"	"Adlercreutzia_equolifaciens"	"Adlercreutzia_equolifaciens;250;98.8"	1	TRUE	TRUE	TRUE
"4d2632df4e40e721d6df5554bf4c5f3e"	2763669	"NR_181395.1"	"Qiania dongpingensis strain NSJ-38 16S ribosomal RNA, partial sequence"	332	332	324	97.59	569	3.29e-162	308	2763669	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Qiania;s__Qiania dongpingensis"	"Qiania_dongpingensis"	"Qiania_dongpingensis;332;97.59"	1	TRUE	TRUE	TRUE
"4d7f613d12ad0c13e270ff08875aeedf"	260554	"NR_115283.1"	"Bacillus halotolerans strain CR-119 16S ribosomal RNA, partial sequence"	285	285	285	100	527	1.7e-149	285	260554	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus halotolerans"	"Bacillus_halotolerans"	"Bacillus_halotolerans;Bacillus_mojavensis;285;100"	1	TRUE	TRUE	TRUE
"4d94d2362a89d7dcbbedfb040a5f0e90"	1650661	"NR_179410.1"	"Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence"	200	200	198	99	359	4.46e-99	194	1650661	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis"	"Clostridium_phoceensis"	"Clostridium_phoceensis;Intestinimonas_gabonensis;Lawsonibacter_asaccharolyticus;200;99"	1	TRUE	TRUE	TRUE
"4d99e0840806fa82da900ec4d5716798"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	205	205	202	98.537	363	3.54e-100	196	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;205;98.537"	1	TRUE	TRUE	TRUE
"4e57ca3db1f2f995bf17590c413ee522"	431058	"NR_042614.1"	"Pelomonas aquatica strain CCUG 52575 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	431058	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;s__Pelomonas aquatica"	"Pelomonas_aquatica"	"Pelomonas_aquatica;330;100"	1	TRUE	TRUE	TRUE
"4f95d47818e3776d1bdd10a21cb00968"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	285	285	285	100	527	1.7e-149	285	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;285;100"	1	TRUE	TRUE	TRUE
"4ff7de62a822a92f4bb79accafd77880"	431058	"NR_042614.1"	"Pelomonas aquatica strain CCUG 52575 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	431058	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;s__Pelomonas aquatica"	"Pelomonas_aquatica"	"Pelomonas_aquatica;330;100"	1	TRUE	TRUE	TRUE
"50317f331ddac67e647cf25864a4f78b"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	358	341	335	98.24	595	5.89e-170	322	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;341;98.24"	1.04985337243402	TRUE	TRUE	TRUE
