"asv_temp_id"	"blast_pass"	"accession"	"annotation"	"tax_id_species"	"pident"	"evalue"	"score"
"329facaef1486148bff817617b7c63ee"	FALSE	"NR_115693.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Gracilibacteraceae;g__Gracilibacter;s__Gracilibacter thermotolerans"	694434	93.416	5.52e-99	194
"32a63e704a79cf25f2e3faca8d380c12"	FALSE	"NR_025698.1"	"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma chinense"	216932	83.912	1.28e-81	163
"32a6bdd5bc89827ef2b77cadf56ea54c"	TRUE	"NR_181984.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus argenteus"	985002	100	2.48e-173	328
"32ceb175b29a5d7f012ee72162698cca"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	88.52	5.89e-110	214
"33537f0a84f8adfb2ec7c2c3c88cdb39"	FALSE	"NR_144722.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Drancourtella;s__Drancourtella massiliensis"	1632013	94.26	2.61e-143	274
"335ad35b283e3697d2cb791ea99d072a"	TRUE	"NR_121696.1"	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens"	446660	99.085	2.49e-168	319
"33baa473f24c81fa0ced68eff137bd13"	FALSE	"NR_173694.1"	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella massiliensis"	1622075	94.681	2.91e-122	236
"33dd59b32173ef9013b6b9b8b87276a0"	FALSE	"NR_037068.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora xylanolytica"	29375	95.482	5.55e-150	286
"340af30ac515f8bf55d3c5606a9c8748"	FALSE	"NR_117466.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__Caldicoprobacter algeriensis"	699281	87.879	3.56e-107	209
"34170890f4b47bcf1373368a901b87f5"	TRUE	"NR_179410.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis"	1650661	99.094	5.41e-170	322
"344432f8aa6f7b4c496ad6c1729a7da3"	FALSE	"NR_117905.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris"	879566	92.216	1.23e-131	253
"34c1ac316712cb293e0f667d2acf6dc9"	TRUE	"NR_074436.1"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	239935	100	2.3e-158	301
"34e14d011bed8169bd0628fb21c0dd9f"	FALSE	"NR_178255.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusimonas;s__Fusimonas intestini"	1408099	94.88	1.21e-146	280
"34e70a3a95e76b61e36e8dcd3cdff962"	FALSE	"NR_181757.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter acutus"	2841504	95.166	2.59e-148	283
"35a4b3c5989792f29bc1fbdc96109bbc"	TRUE	"NR_180833.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Waltera;s__Waltera intestinalis"	2606635	97.345	3.03e-106	207
"35a8e12ed6308087742f37d9868ab8ce"	FALSE	"NR_074634.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale"	515619	90.937	5.77e-125	241
"35d5d17c3a63e278c27fd071f2e285b9"	TRUE	"NR_181263.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena faecalis"	2726362	98.492	7.46e-97	190
"35f451c634065efc56f923a120d5b943"	TRUE	"NR_026491.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum"	84024	98.5	2.07e-97	191
"361591e4cfd019f5d6e671500d915d0b"	FALSE	"NR_042955.1"	"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Paracholeplasma;s__Paracholeplasma brassicae"	1318465	86.25	9.74e-93	183
"365e9498ab9f9bf1bdc14f8bc856d313"	FALSE	"NR_156080.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	1469948	95.017	2.39e-133	256
"36653cfecffe0dfafcee1b52cb9de920"	TRUE	"NR_043995.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Aurantimonadaceae;g__Aureimonas;s__Aureimonas ureilytica"	1121028	99.697	8.96e-173	327
"36a52ea4f5ded3346958ce5c6646cf1a"	FALSE	"NR_179296.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar"	2585119	96.735	5.48e-114	221
"371e9c13f500483227052458dafcf5ad"	TRUE	"NR_074436.1"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	239935	100	4.69e-109	212
"3743c2ffd7bb8a969c983268b69e49c1"	FALSE	"NR_144749.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriales Family XIII. Incertae Sedis;g__Ihubacter;s__Ihubacter massiliensis"	1852367	92.359	1.89e-119	231
"3780bc33f537751c78ed42923289b6d6"	FALSE	"NR_179975.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris"	2094150	94.269	4.79e-151	288
"37855ff7a32a28196a58831a048919ed"	TRUE	"NR_115283.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus halotolerans"	260554	100	5.25e-170	322
"37ec481596056d438f754a58f31a0b1c"	FALSE	"NR_134772.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Murimonas;s__Murimonas intestini"	1337051	94.864	1.21e-146	280
"37f0e461848d0dd3fc1279fc0c262bfe"	FALSE	"NR_112553.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter glycyrrhizinilyticus"	342942	95.154	5.14e-99	194
"37fc4a0502f5afca7537a171cde8cd38"	TRUE	"NR_144736.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Neglectibacter;s__Neglectibacter timonensis"	1776382	97.281	5.49e-160	304
"3807a84dd14d32b95bfb69d4cee9b26a"	FALSE	"NR_114807.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens"	168384	90.258	3.85e-127	245
"382f932a2fc091671635364020ae7a8d"	FALSE	"NR_146687.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Breznakia;s__Breznakia pachnodae"	265178	91.15	1.88e-83	166
"38496e01121cf8676917d0f65e030f05"	TRUE	"NR_028785.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens"	29347	97.885	2.54e-163	310
"38917ec51271a75bafd1e38c2690d46a"	TRUE	"NR_117905.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris"	879566	100	5.37e-175	331
"38a51f08272de122aef0f5d87fbe3974"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	91.736	2.87e-92	182
"38bf9db93fd47802b1ca47f48820e2e0"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	88.925	1.97e-104	204
"38c468f5cd4ef04415fdacd31bfb5e07"	FALSE	"NR_173642.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcoides;s__Ruminococcoides bili"	2678306	93.921	5.66e-140	268
"38d1d14ffa5513dfff9a5d173512c0f5"	FALSE	"NR_156081.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	1469948	92.537	7.38e-134	257
"391f1976bfe0c51cfa33b6a1b1d91451"	FALSE	"NR_118670.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium ventriosum"	39496	96.687	9.21e-158	300
"39337cc62c60535adb8179929e5fa0bd"	FALSE	"NR_179330.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola"	2714355	94.294	2.61e-143	274
"39734f68d48e1639d74b50da5c708086"	FALSE	"NR_044675.2"	"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum"	2088	94.636	7.56e-113	219
"39bff7ee94907d997b0193107ed55afe"	FALSE	"NR_118676.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium xylanophilum"	39497	96.375	3.3e-157	299
"3a2185ffabf8db0ffd5a7a8b313b60d6"	TRUE	"NR_179426.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__Intestinimonas;s__Intestinimonas gabonensis"	1702285	97.885	2.54e-163	310
"3a45227100fa4665f858fa1b6d60df98"	TRUE	"NR_156081.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	1469948	97.255	1.22e-120	233
"3a47ad4b33c086f26eea8e258ec76698"	TRUE	"NR_181880.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	2880703	100	5.37e-175	331
"3a74499707c56c335220c18d186550d2"	FALSE	"NR_104907.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium coprostanoligenes"	290054	96.382	1.11e-141	271
"3b5135eebdecb34c5fa3b7e3d6dd1d22"	TRUE	"NR_179410.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis"	1650661	97.585	6e-98	192
"3b8312a767d79e8b1335a9831b8ece3b"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	89.189	7.62e-114	221
"3bae971cf7250892496e0b1d77520567"	FALSE	"NR_146687.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Breznakia;s__Breznakia pachnodae"	265178	84.314	4.97e-65	133
"3bbc5467fbc80aafff2b3bf56a9a0bcd"	FALSE	"NR_173694.1"	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella massiliensis"	1622075	94.922	4.09e-111	216
"3beae426400184d0d14a02ae09df24c9"	TRUE	"NR_075051.2"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	324831	99.145	1.64e-180	341
"3bf247d8d4cdfbee6aa7226edb384274"	FALSE	"NR_156080.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	1469948	93.694	1.57e-140	269
"3c062918d6fca912e20d798af5450656"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	90.19	2.06e-114	222
"3c1965584a8821280070014ff6d46b17"	FALSE	"NR_104907.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium coprostanoligenes"	290054	94.538	3.22e-101	198
"3c1eb7e7e117eb65d0601a442fbaa3cb"	FALSE	"NR_156080.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	1469948	94.88	3.36e-147	281
"3c3dd1920c0a929b82d8f5c90c8a7e8b"	FALSE	"NR_180431.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri"	2530390	92.145	1.23e-131	253
"3c4595d17c23c483cbe314fc85820872"	FALSE	"NR_025796.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna jejuensis"	259063	95.783	1.2e-151	289
"3c6822034c526c29326308cde96a4d2a"	FALSE	"NR_181198.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	2735723	97.222	1.66e-64	132
"3c8f3e7721a5858fe569781de423502f"	TRUE	"NR_117812.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus"	1579	99	4.46e-99	194
"3cce09ff0539358dbc8095349d20c77c"	FALSE	"NR_117905.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris"	879566	96.482	1.3e-89	177
"3d72f8286bad431cef1891e6416dbf32"	FALSE	"NR_179559.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Angelakisella;s__Angelakisella massiliensis"	1871018	95.468	2e-149	285
"3d820c98693302c4ce3d3900b3f3360a"	TRUE	"NR_181880.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	2880703	99.698	2.5e-173	328
"3d8383ac987b8b096c7ac0ef202dd885"	FALSE	"NR_043544.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Amorphaceae;g__Amorphus;s__Amorphus coralli"	340680	82.54	3.74e-57	119
"3d9139169abbf57463c48d7da29737da"	FALSE	"NR_121737.1"	"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma culicicola"	1276246	85.849	1.26e-91	181
"3db9af69aed5d5b30f60051aeaae9813"	FALSE	"NR_102884.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"	213810	96.677	1.19e-156	298
"3dbdd46940d6ed01fac45fe91401adc2"	FALSE	"NR_179525.1"	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter massiliensis"	1841863	92.121	5.67e-130	250
"3dfbe9c3ea8c6525e0e8fe77b5cff40e"	FALSE	"NR_112553.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter glycyrrhizinilyticus"	342942	95.423	2.92e-127	245
"3e0785905a9d0a1eb7df3215896db1d4"	FALSE	"NR_181198.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	2735723	91.987	3.44e-122	236
"3e1e564ac155101276aa1bc284116212"	FALSE	"NR_028785.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens"	29347	93.093	1.23e-136	262
"3e284a23c7e3951c79a8fc7840b58e1d"	TRUE	"NR_181198.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	2735723	99.085	2.49e-168	319
"3e314842c0a5f1203a9d9215e513a7f1"	FALSE	"NR_180334.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia intestinalis"	2763028	91.176	4.2e-116	225
"3e338fa3bf5a48cea5efeb4484d3a6cf"	TRUE	"NR_074436.1"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	239935	100	3.96e-120	232
"3e648a5ca3aa5a781432b7ea5d137c94"	TRUE	"NR_042776.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius"	1304	100	5.37e-175	331
"3e98c041de6748e4c678baa89e729c75"	FALSE	"NR_158111.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Paludicola;s__Paludicola psychrotolerans"	2038680	95.495	2e-149	285
"3ea4be310d3adc539ed02b764ced08b2"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	90.032	5.49e-110	214
"3ec0f9c2943567a3719220744ef3af4e"	TRUE	"NR_075051.2"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	324831	100	1.7e-149	285
"3efce2b0f8476f20a3019d68b0e4cda9"	FALSE	"NR_117812.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus"	1579	98.421	2.89e-91	180
"3f0077275a2bfb10ed4df31d5aced3ae"	FALSE	"NR_179173.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium fessum"	2126740	96.073	2.57e-153	292
"3f073ac606e567b68574cb65b52b93ee"	FALSE	"NR_181399.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriales Family XIII. Incertae Sedis;g__Zhenpiania;s__Zhenpiania hominis"	2763644	93.009	1.57e-135	260
"3f279abfe07648d45b1b6da4a0ef5ef8"	FALSE	"NR_179975.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris"	2094150	93.976	1.21e-141	271
"3f2f9d5e959fcf26af294c36abfcce03"	TRUE	"NR_117946.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens"	1390	100	5.93e-144	275
"3f3fd2ddccc4e1b5a8b5117d4c2d36b1"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	89.247	5.02e-95	187
"3f4a6382d16ac4d0b2eb025b30a1420b"	TRUE	"NR_104907.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium coprostanoligenes"	290054	98.5	2.07e-97	191
"3f58d91adec3ee932c002ea636cf8349"	FALSE	"NR_134772.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Murimonas;s__Murimonas intestini"	1337051	96.979	2.55e-158	301
"3f6f41d7bf2b37f177eaaf47a89d6d07"	TRUE	"NR_042511.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Amylolactobacillus;s__Amylolactobacillus amylotrophicus"	376807	97.706	4.95e-104	203
"3f77afcdec7190591ec79c3911894677"	TRUE	"NR_179426.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__Intestinimonas;s__Intestinimonas gabonensis"	1702285	97.583	1.18e-161	307
"3fce31a4401134390733782d09dd01b2"	FALSE	"NR_027579.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__[Ruminococcus] lactaris"	471875	96	3.04e-101	198
"3ff8e9c24e7d0dd07c8037ae9a55ef24"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	88.754	1.27e-111	217
"402b454d5f123f9eae31a0fbfd5ccea5"	FALSE	"NR_144736.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Neglectibacter;s__Neglectibacter timonensis"	1776382	96.979	2.55e-158	301
"403cfb42247f352b8ab70514eedf5c51"	TRUE	"NR_181880.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	2880703	99.698	2.5e-173	328
"40408073c56b9bb83c51ada79ef84dff"	FALSE	"NR_180803.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Suipraeoptans;s__Suipraeoptans intestinalis"	2606628	93.373	2.63e-138	265
"405be300f682800d58f24739f2e93981"	FALSE	"NR_026104.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium cellobioparum"	1121303	89.206	7.62e-109	212
"406bed91c6e6e447ac4c54ac2c402447"	FALSE	"NR_118675.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__[Eubacterium] siraeum"	39492	96.375	4.27e-156	297
"407c68ac8e0bf3e7c5cdbe124ce6ff68"	FALSE	"NR_026204.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__[Clostridium] viride"	47246	95.468	1.55e-150	287
"408fb970a26275fc8ca119a06ac4e215"	TRUE	"NR_144740.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis"	1776391	100	6.91e-174	329
"4093ab4ea6149bffb9941d3eca6aec59"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	88.925	2.13e-104	204
"40972ce959c3ee8521454918d3e41487"	FALSE	"NR_179330.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola"	2714355	94.562	5.61e-145	277
"40b2c0fa53a1aaf755a73f3584def34f"	FALSE	"NR_156075.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus colini"	1819254	88.72	5.89e-110	214
"40b9cf4bb09dbfb87296e00d30b1162d"	FALSE	"NR_147380.1"	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella timonensis"	1871008	92.073	5.67e-130	250
"40caa4af16ff025bf6a3d969c98c8d02"	FALSE	"NR_125593.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa"	1034346	91.561	1.52e-89	177
"40cddab84dfc30c529cb2b16b7c3e3cd"	FALSE	"NR_179975.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris"	2094150	93.976	1.21e-141	271
"40fea61db8af40402ef461d0ab4eb83d"	TRUE	"NR_181198.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	2735723	98.806	1.62e-170	323
"414a21dca6b255005d10faf6eeb646c4"	TRUE	"NR_074436.1"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	239935	100	7.69e-107	208
"41b623217be1844df9f62c8514258d4e"	FALSE	"NR_104907.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium coprostanoligenes"	290054	95.783	1.2e-151	289
"41bd029062756e17206e70d6596be591"	FALSE	"NR_179296.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar"	2585119	96	1.32e-125	242
"41c4450346230a0ab0f45f919d9f6bfc"	FALSE	"NR_180431.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri"	2530390	94.465	1.01e-116	226
"41d8efea1596976e80a52a8909061ab3"	FALSE	"NR_042511.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Amylolactobacillus;s__Amylolactobacillus amylotrophicus"	376807	96.847	6.54e-103	201
"41e424f7bc068cfea6bf15e985aa17fa"	FALSE	"NR_179633.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massilicoli;s__Massilicoli timonensis"	2015901	96.31	5.09e-125	241
"42014164437ac205ed22049374e98b85"	TRUE	"NR_165697.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium anseongense"	2683611	100	4.18e-176	333
